,0
0,1
1,5
2,1
3,0
4,0
5,-3
6,-2
7,4
8,3
9,0
10,-1
11,-2
12,-2
13,-1
14,-3
15,-3
16,1
17,0
18,-2
19,4
20,3
21,-5
22,-2
23,7
24,1
25,-12
26,-10
27,6
28,14
29,0
30,-15
31,8
32,59
33,86
34,61
35,2
36,-56
37,-85
38,-83
39,-71
40,-59
41,-53
42,-65
43,-81
44,-63
45,-10
46,41
47,55
48,46
49,59
50,95
51,107
52,79
53,60
54,81
55,110
56,102
57,55
58,9
59,-9
60,-15
61,-28
62,-36
63,-27
64,-14
65,-9
66,-17
67,-30
68,-38
69,-45
70,-63
71,-78
72,-80
73,-77
74,-66
75,-48
76,-42
77,-50
78,-49
79,-21
80,19
81,36
82,19
83,11
84,39
85,71
86,73
87,54
88,30
89,11
90,7
91,14
92,31
93,52
94,71
95,87
96,106
97,123
98,138
99,143
100,125
101,96
102,88
103,87
104,60
105,23
106,16
107,51
108,81
109,51
110,-20
111,-58
112,-48
113,-26
114,-9
115,0
116,-14
117,-52
118,-91
119,-99
120,-65
121,-33
122,-38
123,-50
124,-40
125,-39
126,-67
127,-89
128,-79
129,-59
130,-56
131,-67
132,-68
133,-73
134,-101
135,-124
136,-100
137,-67
138,-79
139,-117
140,-136
141,-131
142,-126
143,-128
144,-125
145,-118
146,-126
147,-144
148,-139
149,-107
150,-83
151,-77
152,-78
153,-87
154,-96
155,-96
156,-92
157,-84
158,-63
159,-39
160,-32
161,-50
162,-84
163,-94
164,-61
165,-22
166,-12
167,-22
168,-41
169,-59
170,-55
171,-34
172,-16
173,3
174,23
175,27
176,24
177,24
178,21
179,19
180,24
181,32
182,48
183,60
184,49
185,46
186,69
187,80
188,64
189,54
190,55
191,54
192,57
193,76
194,112
195,154
196,176
197,170
198,144
199,105
200,89
201,117
202,131
203,104
204,92
205,110
206,109
207,76
208,56
209,84
210,137
211,149
212,112
213,96
214,117
215,136
216,141
217,141
218,139
219,146
220,156
221,151
222,139
223,128
224,108
225,96
226,102
227,107
228,111
229,119
230,122
231,118
232,99
233,64
234,40
235,39
236,41
237,43
238,46
239,28
240,-13
241,-44
242,-38
243,4
244,40
245,24
246,-12
247,-15
248,-3
249,-13
250,-42
251,-72
252,-90
253,-83
254,-42
255,12
256,32
257,-3
258,-37
259,-21
260,15
261,34
262,45
263,58
264,74
265,86
266,71
267,30
268,8
269,11
270,3
271,-18
272,-28
273,-24
274,-22
275,-40
276,-67
277,-76
278,-72
279,-68
280,-63
281,-50
282,-35
283,-23
284,-25
285,-36
286,-37
287,-46
288,-81
289,-125
290,-151
291,-154
292,-139
293,-129
294,-141
295,-150
296,-136
297,-126
298,-142
299,-156
300,-139
301,-100
302,-86
303,-121
304,-168
305,-178
306,-156
307,-141
308,-150
309,-160
310,-145
311,-114
312,-97
313,-96
314,-93
315,-92
